ID,CONTINENT,COUNTRY,YEAR,EXPENDITURE
954,AFRICA,REUNION,2013,418
955,AFRICA,REUNION,2014,354
956,AFRICA,REUNION,2015,333
957,AFRICA,REUNION,2016,343
958,AFRICA,REUNION,2017,427
959,AFRICA,REUNION,2018,495
960,EUROPE,ROMANIA,2008,2626
961,EUROPE,ROMANIA,2009,1688
962,EUROPE,ROMANIA,2010,1631
963,EUROPE,ROMANIA,2011,2016
964,EUROPE,ROMANIA,2012,1904
965,EUROPE,ROMANIA,2013,2048
966,EUROPE,ROMANIA,2014,2225
967,EUROPE,ROMANIA,2015,2097
968,EUROPE,ROMANIA,2016,2172
969,EUROPE,ROMANIA,2017,3008
970,EUROPE,ROMANIA,2018,3261
971,EUROPE,RUSSIAN FEDERATION,2008,15821
972,EUROPE,RUSSIAN FEDERATION,2009,12369
973,EUROPE,RUSSIAN FEDERATION,2010,13239
974,EUROPE,RUSSIAN FEDERATION,2011,16961
975,EUROPE,RUSSIAN FEDERATION,2012,17876
976,EUROPE,RUSSIAN FEDERATION,2013,20198
977,EUROPE,RUSSIAN FEDERATION,2014,19451
978,EUROPE,RUSSIAN FEDERATION,2015,13186
979,EUROPE,RUSSIAN FEDERATION,2016,12822
980,EUROPE,RUSSIAN FEDERATION,2017,14983
981,EUROPE,RUSSIAN FEDERATION,2018,18670
982,AFRICA,RWANDA,2008,224
983,AFRICA,RWANDA,2009,223
984,AFRICA,RWANDA,2010,224
985,AFRICA,RWANDA,2011,298
986,AFRICA,RWANDA,2012,337
987,AFRICA,RWANDA,2013,364
988,AFRICA,RWANDA,2014,376
989,AFRICA,RWANDA,2015,427
990,AFRICA,RWANDA,2016,443
991,AFRICA,RWANDA,2017,548
992,AFRICA,RWANDA,2018,528
993,OCEANIA,SAMOA,2008,112
994,OCEANIA,SAMOA,2009,115
995,OCEANIA,SAMOA,2010,124
996,OCEANIA,SAMOA,2011,135
997,OCEANIA,SAMOA,2012,148
998,OCEANIA,SAMOA,2013,137
999,OCEANIA,SAMOA,2014,148
1000,OCEANIA,SAMOA,2015,142
1001,OCEANIA,SAMOA,2016,149
1002,OCEANIA,SAMOA,2017,167
1003,OCEANIA,SAMOA,2018,191
1004,ASIA,SAUDI ARABIA,2008,6775
1005,ASIA,SAUDI ARABIA,2009,6744
1006,ASIA,SAUDI ARABIA,2010,7536
1007,ASIA,SAUDI ARABIA,2011,9317
1008,ASIA,SAUDI ARABIA,2012,8400
1009,ASIA,SAUDI ARABIA,2013,8690
1010,ASIA,SAUDI ARABIA,2014,9263
1011,ASIA,SAUDI ARABIA,2015,11183
1012,ASIA,SAUDI ARABIA,2016,13438
1013,ASIA,SAUDI ARABIA,2017,15020
1014,ASIA,SAUDI ARABIA,2018,16975
1015,EUROPE,SERBIA,2008,1114
1016,EUROPE,SERBIA,2009,986
1017,EUROPE,SERBIA,2010,950
1018,EUROPE,SERBIA,2011,1149
1019,EUROPE,SERBIA,2012,1080
1020,EUROPE,SERBIA,2013,1221
1021,EUROPE,SERBIA,2014,1352
1022,EUROPE,SERBIA,2015,1322
1023,EUROPE,SERBIA,2016,1461
1024,EUROPE,SERBIA,2017,1706
1025,EUROPE,SERBIA,2018,1921
1026,AFRICA,SEYCHELLES,2008,408
1027,AFRICA,SEYCHELLES,2009,349
1028,AFRICA,SEYCHELLES,2010,352
1029,AFRICA,SEYCHELLES,2011,380
1030,AFRICA,SEYCHELLES,2012,429
1031,AFRICA,SEYCHELLES,2013,484
1032,AFRICA,SEYCHELLES,2014,481
1033,AFRICA,SEYCHELLES,2015,483
1034,AFRICA,SEYCHELLES,2016,505
1035,AFRICA,SEYCHELLES,2017,585
1036,AFRICA,SEYCHELLES,2018,611
1037,NORTH AMERICA,SINT MAARTEN (DUTCH PART),2008,667
1038,NORTH AMERICA,SINT MAARTEN (DUTCH PART),2009,619
1039,NORTH AMERICA,SINT MAARTEN (DUTCH PART),2010,681
1040,NORTH AMERICA,SINT MAARTEN (DUTCH PART),2011,729
1041,NORTH AMERICA,SINT MAARTEN (DUTCH PART),2012,854
1042,NORTH AMERICA,SINT MAARTEN (DUTCH PART),2013,871
1043,NORTH AMERICA,SINT MAARTEN (DUTCH PART),2014,922
1044,NORTH AMERICA,SINT MAARTEN (DUTCH PART),2015,913
1045,NORTH AMERICA,SINT MAARTEN (DUTCH PART),2016,871
1046,NORTH AMERICA,SINT MAARTEN (DUTCH PART),2017,646
1047,NORTH AMERICA,SINT MAARTEN (DUTCH PART),2018,468
1048,EUROPE,SLOVAKIA,2008,3096
1049,EUROPE,SLOVAKIA,2009,2541
1050,EUROPE,SLOVAKIA,2010,2334
1051,EUROPE,SLOVAKIA,2011,2515
1052,EUROPE,SLOVAKIA,2012,2365
1053,EUROPE,SLOVAKIA,2013,2702
1054,EUROPE,SLOVAKIA,2014,2642
1055,EUROPE,SLOVAKIA,2015,2480
1056,EUROPE,SLOVAKIA,2016,2812
1057,EUROPE,SLOVAKIA,2017,3024
1058,EUROPE,SLOVAKIA,2018,3318
1059,EUROPE,SLOVENIA,2008,2955
1060,EUROPE,SLOVENIA,2009,2817
1061,EUROPE,SLOVENIA,2010,2808
1062,EUROPE,SLOVENIA,2011,3048
1063,EUROPE,SLOVENIA,2012,2793
1064,EUROPE,SLOVENIA,2013,2966
1065,EUROPE,SLOVENIA,2014,3052
1066,EUROPE,SLOVENIA,2015,2593
1067,EUROPE,SLOVENIA,2016,2717
1068,EUROPE,SLOVENIA,2017,3057
1069,EUROPE,SLOVENIA,2018,3378
1070,OCEANIA,SOLOMON ISLANDS,2008,31
1071,OCEANIA,SOLOMON ISLANDS,2009,39
1072,OCEANIA,SOLOMON ISLANDS,2010,51
1073,OCEANIA,SOLOMON ISLANDS,2011,66
1074,OCEANIA,SOLOMON ISLANDS,2012,65
1075,OCEANIA,SOLOMON ISLANDS,2013,71
1076,OCEANIA,SOLOMON ISLANDS,2014,65
1077,OCEANIA,SOLOMON ISLANDS,2015,60
1078,OCEANIA,SOLOMON ISLANDS,2016,71
1079,OCEANIA,SOLOMON ISLANDS,2017,79
1080,OCEANIA,SOLOMON ISLANDS,2018,92
1081,AFRICA,SOUTH AFRICA,2008,9178
1082,AFRICA,SOUTH AFRICA,2009,8684
1083,AFRICA,SOUTH AFRICA,2010,10309
1084,AFRICA,SOUTH AFRICA,2011,10706
1085,AFRICA,SOUTH AFRICA,2012,11202
1086,AFRICA,SOUTH AFRICA,2013,10468
1087,AFRICA,SOUTH AFRICA,2014,10484
1088,AFRICA,SOUTH AFRICA,2015,9140
1089,AFRICA,SOUTH AFRICA,2016,8807
1090,AFRICA,SOUTH AFRICA,2017,9706
1091,AFRICA,SOUTH AFRICA,2018,9789
1092,ASIA,SRI LANKA,2008,803
1093,ASIA,SRI LANKA,2009,754
1094,ASIA,SRI LANKA,2010,1044
1095,ASIA,SRI LANKA,2011,1421
1096,ASIA,SRI LANKA,2012,1756
1097,ASIA,SRI LANKA,2013,2506
1098,ASIA,SRI LANKA,2014,3278
1099,ASIA,SRI LANKA,2015,3978
1100,ASIA,SRI LANKA,2016,4591
1101,ASIA,SRI LANKA,2017,5083
1102,ASIA,SRI LANKA,2018,5608
1103,SOUTH AMERICA,SURINAME,2008,83
1104,SOUTH AMERICA,SURINAME,2009,70
1105,SOUTH AMERICA,SURINAME,2010,69
1106,SOUTH AMERICA,SURINAME,2011,69
1107,SOUTH AMERICA,SURINAME,2012,79
1108,SOUTH AMERICA,SURINAME,2013,92
1109,SOUTH AMERICA,SURINAME,2014,103
1110,SOUTH AMERICA,SURINAME,2015,99
1111,SOUTH AMERICA,SURINAME,2016,74
1112,SOUTH AMERICA,SURINAME,2017,61
1113,SOUTH AMERICA,SURINAME,2018,73
1114,EUROPE,SWITZERLAND,2008,17596
1115,EUROPE,SWITZERLAND,2009,16667
1116,EUROPE,SWITZERLAND,2010,17614
1117,EUROPE,SWITZERLAND,2011,20659
1118,EUROPE,SWITZERLAND,2012,19594
1119,EUROPE,SWITZERLAND,2013,20345
1120,EUROPE,SWITZERLAND,2014,21432
1121,EUROPE,SWITZERLAND,2015,19597
1122,EUROPE,SWITZERLAND,2016,19042
1123,EUROPE,SWITZERLAND,2017,19654
1124,EUROPE,SWITZERLAND,2018,20276
1125,ASIA,TAIWAN PROVINCE OF CHINA,2008,7156
1126,ASIA,TAIWAN PROVINCE OF CHINA,2009,7956
1127,ASIA,TAIWAN PROVINCE OF CHINA,2010,10387
1128,ASIA,TAIWAN PROVINCE OF CHINA,2011,13067
1129,ASIA,TAIWAN PROVINCE OF CHINA,2012,14115
1130,ASIA,TAIWAN PROVINCE OF CHINA,2013,14782
1131,ASIA,TAIWAN PROVINCE OF CHINA,2014,17419
1132,ASIA,TAIWAN PROVINCE OF CHINA,2015,16987
1133,ASIA,TAIWAN PROVINCE OF CHINA,2016,15825
1134,ASIA,TAIWAN PROVINCE OF CHINA,2017,14847
1135,ASIA,TAIWAN PROVINCE OF CHINA,2018,16366
1136,ASIA,TAJIKISTAN,2008,24
1137,ASIA,TAJIKISTAN,2009,20
1138,ASIA,TAJIKISTAN,2010,142
1139,ASIA,TAJIKISTAN,2011,184
1140,ASIA,TAJIKISTAN,2012,287
1141,ASIA,TAJIKISTAN,2013,233
1142,ASIA,TAJIKISTAN,2014,220
1143,ASIA,TAJIKISTAN,2015,146
1144,ASIA,TAJIKISTAN,2016,150
1145,ASIA,TAJIKISTAN,2017,172
1146,ASIA,TAJIKISTAN,2018,171
1147,AFRICA,"TANZANIA, UNITED REPUBLIC OF",2008,1293
1148,AFRICA,"TANZANIA, UNITED REPUBLIC OF",2009,1192
1149,AFRICA,"TANZANIA, UNITED REPUBLIC OF",2010,1279
1150,AFRICA,"TANZANIA, UNITED REPUBLIC OF",2011,1383
1151,AFRICA,"TANZANIA, UNITED REPUBLIC OF",2012,1754
1152,AFRICA,"TANZANIA, UNITED REPUBLIC OF",2013,1939
1153,AFRICA,"TANZANIA, UNITED REPUBLIC OF",2014,2047
1154,AFRICA,"TANZANIA, UNITED REPUBLIC OF",2015,1924
1155,AFRICA,"TANZANIA, UNITED REPUBLIC OF",2016,2149
1156,AFRICA,"TANZANIA, UNITED REPUBLIC OF",2017,2265
1157,AFRICA,"TANZANIA, UNITED REPUBLIC OF",2018,2465
1158,ASIA,THAILAND,2008,22510
1159,ASIA,THAILAND,2009,19811
1160,ASIA,THAILAND,2010,23796
1161,ASIA,THAILAND,2011,30924
1162,ASIA,THAILAND,2012,34565
1163,ASIA,THAILAND,2013,41765
1164,ASIA,THAILAND,2014,38451
1165,ASIA,THAILAND,2015,44851
1166,ASIA,THAILAND,2016,48459
1167,ASIA,THAILAND,2017,57057
1168,ASIA,THAILAND,2018,65242
1169,OCEANIA,TONGA,2008,18
1170,OCEANIA,TONGA,2009,18
1171,OCEANIA,TONGA,2010,17
1172,OCEANIA,TONGA,2011,33
1173,OCEANIA,TONGA,2012,40
1174,OCEANIA,TONGA,2013,47
1175,OCEANIA,TONGA,2014,38
1176,OCEANIA,TONGA,2015,46
1177,OCEANIA,TONGA,2016,53
1178,OCEANIA,TONGA,2017,49
1179,OCEANIA,TONGA,2018,48
1180,NORTH AMERICA,TRINIDAD AND TOBAGO,2008,557
1181,NORTH AMERICA,TRINIDAD AND TOBAGO,2009,548
1182,NORTH AMERICA,TRINIDAD AND TOBAGO,2010,630
1183,NORTH AMERICA,TRINIDAD AND TOBAGO,2011,650
1184,NORTH AMERICA,TRINIDAD AND TOBAGO,2012,852
1185,NORTH AMERICA,TRINIDAD AND TOBAGO,2013,856
1186,NORTH AMERICA,TRINIDAD AND TOBAGO,2014,875
1187,NORTH AMERICA,TRINIDAD AND TOBAGO,2015,809
1188,NORTH AMERICA,TRINIDAD AND TOBAGO,2016,708
1189,NORTH AMERICA,TRINIDAD AND TOBAGO,2017,717
1190,NORTH AMERICA,TRINIDAD AND TOBAGO,2018,541
1191,AFRICA,TUNISIA,2008,3909
1192,AFRICA,TUNISIA,2009,3524
1193,AFRICA,TUNISIA,2010,3477
1194,AFRICA,TUNISIA,2011,2529
1195,AFRICA,TUNISIA,2012,2931
1196,AFRICA,TUNISIA,2013,2863
1197,AFRICA,TUNISIA,2014,3042
1198,AFRICA,TUNISIA,2015,1869
1199,AFRICA,TUNISIA,2016,1706
1200,AFRICA,TUNISIA,2017,1782
1201,AFRICA,TUNISIA,2018,2320
1202,ASIA,TURKEY,2008,26446
1203,ASIA,TURKEY,2009,26331
1204,ASIA,TURKEY,2010,26318
1205,ASIA,TURKEY,2011,30302
1206,ASIA,TURKEY,2012,31566
1207,ASIA,TURKEY,2013,36192
1208,ASIA,TURKEY,2014,38855
1209,ASIA,TURKEY,2015,35597
1210,ASIA,TURKEY,2016,26788
1211,ASIA,TURKEY,2017,31870
1212,ASIA,TURKEY,2018,37140
1213,AFRICA,UGANDA,2008,536
1214,AFRICA,UGANDA,2009,683
1215,AFRICA,UGANDA,2010,802
1216,AFRICA,UGANDA,2011,977
1217,AFRICA,UGANDA,2012,1157
1218,AFRICA,UGANDA,2013,960
1219,AFRICA,UGANDA,2014,984
1220,AFRICA,UGANDA,2015,1049
1221,AFRICA,UGANDA,2016,1118
1222,AFRICA,UGANDA,2017,957
1223,AFRICA,UGANDA,2018,1044
1224,EUROPE,UKRAINE,2008,6722
1225,EUROPE,UKRAINE,2009,4349
1226,EUROPE,UKRAINE,2010,4696
1227,EUROPE,UKRAINE,2011,5406
1228,EUROPE,UKRAINE,2012,5988
1229,EUROPE,UKRAINE,2013,5931
1230,EUROPE,UKRAINE,2014,2264
1231,EUROPE,UKRAINE,2015,1662
1232,EUROPE,UKRAINE,2016,1723
1233,EUROPE,UKRAINE,2017,2019
1234,EUROPE,UKRAINE,2018,2269
1235,ASIA,UNITED ARAB EMIRATES,2008,7162
1236,ASIA,UNITED ARAB EMIRATES,2009,7352
1237,ASIA,UNITED ARAB EMIRATES,2010,8577
1238,ASIA,UNITED ARAB EMIRATES,2011,9204
1239,ASIA,UNITED ARAB EMIRATES,2012,10924
1240,ASIA,UNITED ARAB EMIRATES,2013,12389
1241,ASIA,UNITED ARAB EMIRATES,2014,15221
1242,ASIA,UNITED ARAB EMIRATES,2015,17481
1243,ASIA,UNITED ARAB EMIRATES,2016,19496
1244,ASIA,UNITED ARAB EMIRATES,2017,21048
1245,ASIA,UNITED ARAB EMIRATES,2018,21390
1246,NORTH AMERICA,UNITED STATES OF AMERICA,2008,164721
1247,NORTH AMERICA,UNITED STATES OF AMERICA,2009,146002
1248,NORTH AMERICA,UNITED STATES OF AMERICA,2010,167996
1249,NORTH AMERICA,UNITED STATES OF AMERICA,2011,187629
1250,NORTH AMERICA,UNITED STATES OF AMERICA,2012,200997
1251,NORTH AMERICA,UNITED STATES OF AMERICA,2013,218496
1252,NORTH AMERICA,UNITED STATES OF AMERICA,2014,235990
1253,NORTH AMERICA,UNITED STATES OF AMERICA,2015,249183
1254,NORTH AMERICA,UNITED STATES OF AMERICA,2016,245991
1255,NORTH AMERICA,UNITED STATES OF AMERICA,2017,251544
1256,NORTH AMERICA,UNITED STATES OF AMERICA,2018,256145
1257,NORTH AMERICA,UNITED STATES VIRGIN ISLANDS,2008,1157
1258,NORTH AMERICA,UNITED STATES VIRGIN ISLANDS,2009,1021
1259,NORTH AMERICA,UNITED STATES VIRGIN ISLANDS,2010,1223
1260,NORTH AMERICA,UNITED STATES VIRGIN ISLANDS,2011,1122
1261,NORTH AMERICA,UNITED STATES VIRGIN ISLANDS,2012,1210
1262,NORTH AMERICA,UNITED STATES VIRGIN ISLANDS,2013,1168
1263,NORTH AMERICA,UNITED STATES VIRGIN ISLANDS,2014,1319
1264,NORTH AMERICA,UNITED STATES VIRGIN ISLANDS,2015,1324
1265,NORTH AMERICA,UNITED STATES VIRGIN ISLANDS,2016,1343
1266,NORTH AMERICA,UNITED STATES VIRGIN ISLANDS,2017,1202
1267,NORTH AMERICA,UNITED STATES VIRGIN ISLANDS,2018,1046
1268,SOUTH AMERICA,URUGUAY,2008,1195
1269,SOUTH AMERICA,URUGUAY,2009,1460
1270,SOUTH AMERICA,URUGUAY,2010,1669
1271,SOUTH AMERICA,URUGUAY,2011,2401
1272,SOUTH AMERICA,URUGUAY,2012,2439
1273,SOUTH AMERICA,URUGUAY,2013,2182
1274,SOUTH AMERICA,URUGUAY,2014,2029
1275,SOUTH AMERICA,URUGUAY,2015,2070
1276,SOUTH AMERICA,URUGUAY,2016,2182
1277,SOUTH AMERICA,URUGUAY,2017,2660
1278,SOUTH AMERICA,URUGUAY,2018,2439
1279,OCEANIA,VANUATU,2008,188
1280,OCEANIA,VANUATU,2009,214
1281,OCEANIA,VANUATU,2010,242
1282,OCEANIA,VANUATU,2011,249
1283,OCEANIA,VANUATU,2012,268
1284,OCEANIA,VANUATU,2013,314
1285,OCEANIA,VANUATU,2014,284
1286,OCEANIA,VANUATU,2015,254
1287,OCEANIA,VANUATU,2016,275
1288,OCEANIA,VANUATU,2017,289
1289,OCEANIA,VANUATU,2018,325
1290,ASIA,VIET NAM,2008,3930
1291,ASIA,VIET NAM,2009,3050
1292,ASIA,VIET NAM,2010,4450
1293,ASIA,VIET NAM,2011,5710
1294,ASIA,VIET NAM,2012,6850
1295,ASIA,VIET NAM,2013,7250
1296,ASIA,VIET NAM,2014,7410
1297,ASIA,VIET NAM,2015,7350
1298,ASIA,VIET NAM,2016,8500
1299,ASIA,VIET NAM,2017,8890
1300,ASIA,VIET NAM,2018,10080
